Transcriber,Report_no,Report_date,Date,Province,District,Cases,Total_Deaths,Facility_Deaths,Community_Deaths,Notes,Cumulative Cases,Cumulative Deaths
RS,Tw-2020-09-30,2020-09-30,2020-09-30,Muchinga,Mpika,2,,,,,14753,332
RS,Tw-2020-09-30,2020-09-30,2020-09-30,Muchinga,Nakonde,5,,,,,14758,332
RS,Tw-2020-09-30,2020-09-30,2020-09-30,North-Western,Solwezi,1,,,,,14759,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Copperbelt,Chililabombwe,2,,,,,14761,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Copperbelt,Chingola,4,,,,,14765,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Muchinga,Chinsali,2,,,,,14767,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Northern,Kasama,2,,,,,14769,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Copperbelt,Kitwe,8,,,,,14777,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Lusaka,Lusaka,11,,,,,14788,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Northern,Luwingu,1,,,,,14789,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Western,Mongu,2,,,,,14791,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Northern,Mporokoso,1,,,,,14792,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Northern,Mpulungu,1,,,,,14793,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Copperbelt,Mufulira,1,,,,,14794,332
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Copperbelt,Ndola,4,1,1,,,14798,333
RS,Tw-2020-10-01,2020-10-01,2020-10-01,Northern,Senga Hill,2,,,,,14800,333
RS,Tw-2020-10-01,2020-10-01,2020-10-01,North-Western,Solwezi,2,,,,,14802,333
RS,Tw-2020-10-02,2020-10-02,2020-10-02,Northern,Kasama,10,,,,,14812,333
RS,Tw-2020-10-02,2020-10-02,2020-10-02,Lusaka,Lusaka,18,,,,,14830,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Lusaka,Chilanga,2,,,,,14832,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Muchinga,Chinsali,14,,,,,14846,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Lusaka,Chongwe,1,,,,,14847,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Northern,Kaputa,1,,,,,14848,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Northern,Kasama,5,,,,,14853,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Southern,Livingstone,1,,,,,14854,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Eastern,Lundazi,9,,,,,14863,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Lusaka,Lusaka,98,,,,,14961,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Northern,Luwingu,1,,,,,14962,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Southern,Mazabuka,1,,,,,14963,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Muchinga,Mpika,3,,,,,14966,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Muchinga,Nakonde,2,,,,,14968,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,Eastern,Nyimba,1,,,,,14969,333
RS,Tw-2020-10-03,2020-10-03,2020-10-03,North-Western,Solwezi,5,,,,,14974,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Copperbelt,Chingola,8,,,,,14982,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Muchinga,Chinsali,4,,,,,14986,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Muchinga,Isoka,1,,,,,14987,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,North-Western,Kalumbila,1,,,,,14988,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Western,Kaoma,2,,,,,14990,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Northern,Lunte,2,,,,,14992,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Lusaka,Lusaka,2,,,,,14994,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Western,Mongu,1,,,,,14995,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Muchinga,Nakonde,2,,,,,14997,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,Copperbelt,Ndola,17,,,,,15014,333
RS,Tw-2020-10-04,2020-10-04,2020-10-04,North-Western,Solwezi,38,,,,,15052,333
RS,Tw-2020-10-05,2020-10-05,2020-10-05,Eastern,Chadiza,1,,,,,15053,333
RS,Tw-2020-10-05,2020-10-05,2020-10-05,North-Western,Kalumbila,5,,,,,15058,333
RS,Tw-2020-10-05,2020-10-05,2020-10-05,Lusaka,Lusaka,30,1,,1,,15088,334
RS,Tw-2020-10-05,2020-10-05,2020-10-05,North-Western,Solwezi,1,,,,,15089,334
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Central,Kabwe,7,,,,,15096,334
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Copperbelt,Kitwe,10,,,,,15106,334
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Lusaka,Lusaka,25,1,1,,,15131,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Southern,Mazabuka,12,,,,,15143,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Muchinga,Mpika,2,,,,,15145,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Copperbelt,Mufulira,1,,,,,15146,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Luapula,Mwense,2,,,,,15148,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Muchinga,Nakonde,10,,,,,15158,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Copperbelt,Ndola,2,,,,,15160,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Lusaka,Rufunsa,1,,,,,15161,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,Northern,Senga Hill,1,,,,,15162,335
RS,Tw-2020-10-06,2020-10-06,2020-10-06,North-Western,Solwezi,8,,,,,15170,335
RS,Tw-2020-10-07,2020-10-07,2020-10-07,Lusaka,Chirundu,1,,,,,15171,335
RS,Tw-2020-10-07,2020-10-07,2020-10-07,Lusaka,Kafue,7,,,,,15178,335
RS,Tw-2020-10-07,2020-10-07,2020-10-07,Lusaka,Lusaka,40,,,,,15218,335
RS,Tw-2020-10-07,2020-10-07,2020-10-07,Southern,Mazabuka,2,,,,,15220,335
RS,Tw-2020-10-07,2020-10-07,2020-10-07,Lusaka,Rufunsa,4,,,,,15224,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Muchinga,Chinsali,6,,,,,15230,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Lusaka,Chirundu,9,,,,,15239,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Central,Kabwe,1,,,,,15240,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Lusaka,Lusaka,38,,,,,15278,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Muchinga,Mafinga,2,,,,,15280,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Luapula,Milenge,2,,,,,15282,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Western,Mongu,2,,,,,15284,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Muchinga,Mpika,4,,,,,15288,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Northern,Nsama,1,,,,,15289,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,Western,Senanga,1,,,,,15290,335
RS,Tw-2020-10-08,2020-10-08,2020-10-08,North-Western,Solwezi,11,,,,,15301,335
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Muchinga,Chinsali,11,,,,,15312,335
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Lusaka,Chirundu,2,,,,,15314,335
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Central,Kabwe,2,,,,,15316,335
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Lusaka,Lusaka,8,2,1,1,,15324,337
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Luapula,Milenge,1,,,,,15325,337
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Muchinga,Mpika,3,,,,,15328,337
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Northern,Mpulungu,3,,,,,15331,337
RS,Tw-2020-10-09,2020-10-09,2020-10-09,Northern,Senga Hill,4,,,,,15335,337
RS,Tw-2020-10-09,2020-10-09,2020-10-09,North-Western,Solwezi,4,,,,,15339,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Copperbelt,Chililabombwe,1,,,,,15340,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Copperbelt,Chingola,3,,,,,15343,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Muchinga,Chinsali,2,,,,,15345,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Lusaka,Chirundu,4,,,,,15349,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Muchinga,Isoka,1,,,,,15350,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Northern,Kasama,10,,,,,15360,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Luapula,Kawambwa,1,,,,,15361,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Copperbelt,Kitwe,8,,,,,15369,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Southern,Livingstone,4,,,,,15373,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Lusaka,Lusaka,8,,,,,15381,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Northern,Mpulungu,1,,,,,15382,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Copperbelt,Mufulira,21,,,,,15403,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Muchinga,Nakonde,2,,,,,15405,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,Copperbelt,Ndola,9,,,,,15414,337
RS,Tw-2020-10-10,2020-10-10,2020-10-10,North-Western,Solwezi,1,,,,,15415,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Northern,Chilubi,2,,,,,15417,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Muchinga,Chinsali,4,,,,,15421,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Lusaka,Chirundu,1,,,,,15422,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Northern,Kasama,1,,,,,15423,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Luapula,Kawambwa,1,,,,,15424,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Lusaka,Lusaka,20,,,,,15444,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Northern,Mungwi,1,,,,,15445,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,Muchinga,Nakonde,9,,,,,15454,337
RS,Tw-2020-10-11,2020-10-11,2020-10-11,North-Western,Solwezi,4,,,,,15458,337
RS,Tw-2020-10-12,2020-10-12,2020-10-12,Copperbelt,Chililabombwe,2,,,,,15460,337
RS,Tw-2020-10-12,2020-10-12,2020-10-12,Copperbelt,Kalulushi,23,,,,,15483,337
RS,Tw-2020-10-12,2020-10-12,2020-10-12,Copperbelt,Kitwe,11,,,,,15494,337
RS,Tw-2020-10-12,2020-10-12,2020-10-12,Lusaka,Lusaka,39,8,,8,,15533,345
RS,Tw-2020-10-12,2020-10-12,2020-10-12,Copperbelt,Mufulira,4,,,,,15537,345
RS,Tw-2020-10-12,2020-10-12,2020-10-12,Copperbelt,Ndola,10,,,,,15547,345
RS,Tw-2020-10-12,2020-10-12,2020-10-12,North-Western,Solwezi,2,,,,,15549,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,North-Western,Kalumbila,1,,,,,15550,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,Copperbelt,Kitwe,1,,,,,15551,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,Southern,Livingstone,1,,,,,15552,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,Lusaka,Lusaka,30,,,,,15582,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,Northern,Mungwi,1,,,,,15583,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,Luapula,Mwansabombwe,1,,,,,15584,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,Copperbelt,Ndola,2,,,,,15586,345
RS,Tw-2020-10-13,2020-10-13,2020-10-13,North-Western,Solwezi,1,,,,,15587,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Copperbelt,Chingola,1,,,,,15588,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Lusaka,Chongwe,4,,,,,15592,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Copperbelt,Kitwe,2,,,,,15594,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Lusaka,Lusaka,10,,,,,15604,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Northern,Mpulungu,4,,,,,15608,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Copperbelt,Mufulira,4,,,,,15612,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Muchinga,Nakonde,2,,,,,15614,345
RS,Tw-2020-10-14,2020-10-14,2020-10-14,Copperbelt,Ndola,2,,,,,15616,345
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Copperbelt,Chingola,2,,,,,15618,345
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Muchinga,Chinsali,2,,,,,15620,345
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Lusaka,Chirundu,4,,,,,15624,345
RS,Tw-2020-10-15,2020-10-15,2020-10-15,North-Western,Kalumbila,1,,,,,15625,345
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Lusaka,Lusaka,20,1,1,,,15645,346
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Muchinga,Mafinga,1,,,,,15646,346
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Southern,Mazabuka,2,,,,,15648,346
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Muchinga,Mpika,3,,,,,15651,346
RS,Tw-2020-10-15,2020-10-15,2020-10-15,Muchinga,Nakonde,1,,,,,15652,346
RS,Tw-2020-10-15,2020-10-15,2020-10-15,North-Western,Solwezi,7,,,,,15659,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Copperbelt,Chingola,1,,,,,15660,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Lusaka,Chirundu,9,,,,,15669,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Central,Kabwe,11,,,,,15680,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Northern,Kasama,1,,,,,15681,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Copperbelt,Kitwe,4,,,,,15685,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Lusaka,Lusaka,9,,,,,15694,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Luapula,Milenge,1,,,,,15695,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Copperbelt,Mufulira,2,,,,,15697,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,Copperbelt,Ndola,12,,,,,15709,346
RS,Tw-2020-10-16,2020-10-16,2020-10-16,North-Western,Solwezi,3,,,,,15712,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,North-Western,Chavuma,2,,,,,15714,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Muchinga,Chinsali,3,,,,,15717,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Lusaka,Chirundu,1,,,,,15718,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Copperbelt,Kitwe,7,,,,,15725,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Lusaka,Lusaka,36,,,,,15761,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Copperbelt,Mpongwe,1,,,,,15762,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Northern,Mungwi,4,,,,,15766,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,North-Western,Mwinilunga,2,,,,,15768,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Muchinga,Nakonde,2,,,,,15770,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,Northern,Senga Hill,1,,,,,15771,346
RS,Tw-2020-10-17,2020-10-17,2020-10-17,North-Western,Solwezi,18,,,,,15789,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,Muchinga,Chinsali,9,,,,,15798,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,Lusaka,Chongwe,18,,,,,15816,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,North-Western,Kabompo,1,,,,,15817,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,Central,Kabwe,3,,,,,15820,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,North-Western,Kalumbila,1,,,,,15821,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,North-Western,Lumwana,5,,,,,15826,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,Lusaka,Lusaka,11,,,,,15837,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,Muchinga,Mpika,5,,,,,15842,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,Muchinga,Nakonde,6,,,,,15848,346
RS,Tw-2020-10-18,2020-10-18,2020-10-18,North-Western,Solwezi,5,,,,,15853,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Copperbelt,Chingola,1,,,,,15854,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Lusaka,Kafue,3,,,,,15857,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Copperbelt,Kitwe,7,,,,,15864,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Lusaka,Lusaka,16,,,,,15880,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Copperbelt,Mufulira,4,,,,,15884,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Muchinga,Nakonde,2,,,,,15886,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,Copperbelt,Ndola,3,,,,,15889,346
RS,Tw-2020-10-19,2020-10-19,2020-10-19,North-Western,Solwezi,8,,,,,15897,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,North-Western,Kalumbila,3,,,,,15900,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Northern,Kasama,3,,,,,15903,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Copperbelt,Kitwe,6,,,,,15909,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Copperbelt,Luanshya,10,,,,,15919,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Northern,Lunte,5,,,,,15924,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Lusaka,Lusaka,48,,,,,15972,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Copperbelt,Mufulira,2,,,,,15974,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Northern,Mungwi,2,,,,,15976,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Muchinga,Nakonde,4,,,,,15980,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,Northern,Nsama,1,,,,,15981,346
RS,Tw-2020-10-20,2020-10-20,2020-10-20,North-Western,Solwezi,1,,,,,15982,346
RS,Tw-2020-10-21,2020-10-21,2020-10-21,Southern,Chikankata,1,,,,,15983,346
RS,Tw-2020-10-21,2020-10-21,2020-10-21,Lusaka,Lusaka,9,,,,,15992,346
RS,Tw-2020-10-21,2020-10-21,2020-10-21,Luapula,Mansa,1,,,,,15993,346
RS,Tw-2020-10-21,2020-10-21,2020-10-21,North-Western,Solwezi,7,,,,,16000,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Copperbelt,Chingola,2,,,,,16002,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Copperbelt,Kalulushi,1,,,,,16003,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Western,Kaoma,3,,,,,16006,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Copperbelt,Kitwe,1,,,,,16007,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Lusaka,Lusaka,4,,,,,16011,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Copperbelt,Mufulira,7,,,,,16018,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Muchinga,Nakonde,3,,,,,16021,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Copperbelt,Ndola,1,,,,,16022,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,Western,Sesheke,1,,,,,16023,346
RS,Tw-2020-10-22,2020-10-22,2020-10-22,North-Western,Solwezi,12,,,,,16035,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Northern,Chilubi,2,,,,,16037,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Copperbelt,Chingola,13,,,,,16050,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Muchinga,Chinsali,4,,,,,16054,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Eastern,Chipata,2,,,,,16056,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Eastern,Kasenengwa,1,,,,,16057,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Copperbelt,Kitwe,1,,,,,16058,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Copperbelt,Luanshya,6,,,,,16064,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Lusaka,Lusaka,19,,,,,16083,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,Copperbelt,Ndola,9,,,,,16092,346
RS,Tw-2020-10-23,2020-10-23,2020-10-23,North-Western,Solwezi,3,,,,,16095,346
RS,Tw-2020-10-24,2020-10-24,2020-10-24,Lusaka,Chirundu,1,,,,,16096,346
RS,Tw-2020-10-24,2020-10-24,2020-10-24,Copperbelt,Kitwe,2,,,,,16098,346
RS,Tw-2020-10-24,2020-10-24,2020-10-24,Copperbelt,Luanshya,1,,,,,16099,346
RS,Tw-2020-10-24,2020-10-24,2020-10-24,Lusaka,Lusaka,10,2,2,,,16109,348
RS,Tw-2020-10-24,2020-10-24,2020-10-24,Copperbelt,Ndola,2,,,,,16111,348
RS,Tw-2020-10-24,2020-10-24,2020-10-24,North-Western,Solwezi,6,,,,,16117,348
RS,Tw-2020-10-25,2020-10-25,2020-10-25,Lusaka,Lusaka,16,,,,,16133,348
RS,Tw-2020-10-25,2020-10-25,2020-10-25,Western,Mongu,3,,,,,16136,348
RS,Tw-2020-10-25,2020-10-25,2020-10-25,North-Western,Solwezi,1,,,,,16137,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,Western,Kalabo,5,,,,,16142,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,North-Western,Kalumbila,1,,,,,16143,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,Copperbelt,Kitwe,4,,,,,16147,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,Copperbelt,Luanshya,5,,,,,16152,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,Lusaka,Lusaka,26,,,,,16178,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,Copperbelt,Ndola,4,,,,,16182,348
RS,Tw-2020-10-26,2020-10-26,2020-10-26,North-Western,Solwezi,18,,,,,16200,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Luapula,Chembe,1,,,,,16201,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Lusaka,Chilanga,1,,,,,16202,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Eastern,Katete,1,,,,,16203,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Copperbelt,Kitwe,9,,,,,16212,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Southern,Livingstone,2,,,,,16214,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Western,Lukulu,1,,,,,16215,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Eastern,Lundazi,2,,,,,16217,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Lusaka,Lusaka,8,,,,,16225,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Southern,Mazabuka,3,,,,,16228,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Copperbelt,Ndola,10,,,,,16238,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,Eastern,Petauke,1,,,,,16239,348
RS,Tw-2020-10-27,2020-10-27,2020-10-27,North-Western,Solwezi,4,,,,,16243,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Copperbelt,Chililabombwe,1,,,,,16244,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Copperbelt,Kalulushi,1,,,,,16245,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Eastern,Katete,1,,,,,16246,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Copperbelt,Kitwe,16,,,,,16262,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Lusaka,Lusaka,5,,,,,16267,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Copperbelt,Mpongwe,1,,,,,16268,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,Copperbelt,Ndola,8,,,,,16276,348
RS,Tw-2020-10-28,2020-10-28,2020-10-28,North-Western,Solwezi,9,,,,,16285,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,Lusaka,Chilanga,3,,,,,16288,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,Lusaka,Chongwe,2,,,,,16290,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,North-Western,Kasempa,1,,,,,16291,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,Copperbelt,Kitwe,11,,,,,16302,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,Copperbelt,Lufwanyama,5,,,,,16307,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,Lusaka,Lusaka,6,,,,,16313,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,Copperbelt,Mufulira,2,,,,,16315,348
RS,Tw-2020-10-29,2020-10-29,2020-10-29,North-Western,Solwezi,10,,,,,16325,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Copperbelt,Chililabombwe,2,,,,,16327,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Copperbelt,Chingola,14,,,,,16341,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Eastern,Chipangali,1,,,,,16342,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Eastern,Chipata,5,,,,,16347,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Copperbelt,Kitwe,30,,,,,16377,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Copperbelt,Luanshya,4,,,,,16381,348
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Lusaka,Lusaka,8,1,1,,,16389,349
RS,Tw-2020-10-30,2020-10-30,2020-10-30,Copperbelt,Ndola,15,,,,,16404,349
RS,Tw-2020-10-30,2020-10-30,2020-10-30,North-Western,Solwezi,11,,,,,16415,349
RS,Tw-2020-10-31,2020-10-31,2020-10-31,Eastern,Chipangali,1,,,,,16416,349
RS,Tw-2020-10-31,2020-10-31,2020-10-31,Central,Kabwe,1,,,,,16417,349
RS,Tw-2020-10-31,2020-10-31,2020-10-31,Lusaka,Lusaka,12,,,,,16429,349
RS,Tw-2020-10-31,2020-10-31,2020-10-31,Eastern,Nyimba,1,,,,,16430,349
RS,Tw-2020-10-31,2020-10-31,2020-10-31,North-Western,Solwezi,2,,,,,16432,349
RS,Tw-2020-11-01,2020-11-01,2020-11-01,Copperbelt,Chililabombwe,3,,,,,16435,349
